index,0,1
11309,RBBC,Bauerbach
11310,RBBN,Burkheim-Bischoffingen
11311,RBBR,Bahnbrücken
11312,RBCG,Büchig
11313,RBCH,Birach
11314,RBD,"Ballrechten-Dottingen 
      Rathaus"
11315,RBDH,"Bad 
      Dürkheim"
11316,RBDK,"Bad 
      Dürkheim (RHB)"
11317,RBDO,"Bad 
      Dürkheim Ost"
11318,RBDR,"Bad 
      Dürrheim"
11319,RBDR,"Bad 
      Dürrheim"
11320,RBDS,"Ballrechten-Dottingen 
      Schmiede"
11321,RBDT,"Bad 
      Dürkheim-Trift"
11322,RBE,"Beringen 
      Bad Bf"
11323,RBEL,"Bad 
      Bellingen"
11324,RBER,Böhringen-Rickelshausen
11325,RBEU,Beuggen
11326,RBG,"Basel 
      Bad Gbf"
11327,RBGB,"Berghausen 
      (Baden)"
11328,RBGBP,"Berghausen 
      Pfinzbrücke"
11329,RBGBS,"Berghausen 
      Am Stadion"
11330,RBGG,Buggingen
11331,RBGH,Bödigheim
11332,RBGN,Bietingen
11333,RBGP,"Berghausen 
      (Pfalz)"
11334,RBGR,"Bad 
      Griesbach"
11335,RBH,Bachheim
11336,RBI,"Biberach 
      (Baden)"
11337,RBIE,"Bietigheim 
      (Baden)"
11338,RBIN,Binau
11339,RBIS,"Bischweier 
      (Baden)"
11340,RBIW,"Bischweier 
      Gruber + Weber"
11341,RBKO,"Bad 
      Krozingen Ost"
11342,RBKR,"Bad 
      Krozingen"
11343,RBLB,Bleibach
11344,RBLH,Bellheim
11345,RBMB,"Bodmann 
      (Bodensee)"
11346,RBN,Wehr-Brennet
11347,RBNB,"Bühl 
      (Baden) NB"
11348,RBNP,"Breitenstein 
      (Pfalz)"
11349,RBO,"Bonndorf 
      (Schwarzwald)"
11350,RBOB,Bobenheim
11351,RBOE,Böhl-Iggelheim
11352,RBOK,Bockenheim-Kindenheim
11353,RBPL,"Bad 
      Peterstal"
11354,RBPLG,"Bad 
      Peterstal-Griesbach"
11355,RBPLP,"Bad 
      Peterstal Post"
11356,RBR,Bruchsal
11357,"RBR 
      1","Bruchsal 
      (Einsatzstelle)"
11358,RBRA,"Bad 
      Rappenau"
11359,RBRB,Brandbühl
11360,RBRC,"Bruchsal 
      Steg Wiesen"
11361,RBRD,"Bruchsal 
      Schloßgarten"
11362,RBRE,"Bruchsal 
      Tunnelstraße"
11363,RBRF,"Bruchsal 
      Schlachthof"
11364,RBRH,"Bruchhausen 
      (b Ettlingen)"
11365,RBRK,Birkenau
11366,RBRM,"Brombach 
      (b Lörrach)"
11367,RBRN,Bräunlingen
11368,RBRO,"Bruchsal 
      Ost"
11369,RBRP,"Breisach 
      Depot 34"
11370,RBRR,"Bruchsal 
      Nord"
11371,RBRS,Breisach
11372,RBRT,Barbelroth
11373,RBRU,"Karlsruhe 
      Brunnenstück"
11374,RBRW,"Schwetzingen 
      Brühler Weg"
11375,RBRZ,"Bruchsal 
      Bildungszentrum"
11376,RBS,"Bad 
      Schönborn Süd"
11377,RBS-B,"Bad 
      Schönborn-Balingen Bush"
11378,RBSC,"Bad 
      Schachen"
11379,RBSG,Büsingen
11380,RBSK,"Bad 
      Schönborn Kronau"
11381,RBSN,Baiersbronn
11382,RBST,Babstadt
11383,RBT,Bretten
11384,RBTD,Diedelsheim
11385,RBTK,"Bretten 
      Kupferhälde"
11386,RBTM,"Bretten 
      Stadtmitte"
11387,RBTR,Bretten-Rinklingen
11388,RBTRM,"Rinklingen 
      Mitte"
11389,RBTS,"Bretten 
      Schulzentrum"
11390,RBTU,"Bötzingen 
      Hp"
11391,RBTW,"Bretten 
      Wannenweg"
11392,RBTZ,Bötzingen
11393,RBU,"Buchholz 
      (Baden)"
11394,RBUE,"Bühl 
      (Baden)"
11395,RBUEF,"Bühl 
      (Baden) (F)"
11396,RBUN,"Buchen 
      (Odenwald)"
11397,RBUO,"Buchen 
      Ost"
11398,RBUS,Waldbronn-Busenbach
11399,RBWF,"Bad 
      Wimpfen"
11400,RBWH,"Bad 
      Wimpfen-Hohenstadt"
11401,RBZB,"Bad 
      Bergzabern"
11402,RBZBO,"Bad 
      Bergzabern Ost"
11403,RBZE,Batzenhäusle
11404,RBZN,Binzen
11405,RBZS,"Karlsruhe 
      Betriebszentrale NL Südwest"
11406,RDA,Karlsruhe-Dammerstock
11407,RDAI,"Gaggenau 
      Daimler Benz Werk"
11408,RDB,Dietzelbach
11409,RDBG,Dürrenbüchig
11410,RDET,Dettenheim
11411,RDGF,Dingelsdorf
11412,RDGN,Döggingen
11413,RDL,Dallau
11414,RDM,Deidesheim
11415,RDO,Donaueschingen
11416,RDO-B,"Donaueschingen 
      (Bus)"
11417,RDOS,"Dossenheim 
      (Bergstraße)"
11418,RDRM,Durmersheim
11419,RDRMN,"Durmersheim 
      Nord"
11420,RDRN,Dogern
11421,RDUN,"Durmersheim 
      Nord"
11422,RDZ,Denzlingen
11423,RE,Eichstetten
11424,REA,Eberbach
11425,REA-N,"Eberbach 
      Neckaranlage"
11426,REAC,"Eberbach 
      Canali"
11427,REAS,"Eberbach 
      Stoess"
11428,REBB,"Emmendingen 
      Bürkle-Bleiche"
11429,REBR,Ebringen
11430,RED,"Edingen 
      (Baden)"
11431,REF,Efringen-Kirchen
11432,REG,"Eggenstein 
      Bahnhof"
11433,REH,"Edesheim 
      (Pfalz)"
11434,REI,Eimeldingen
11435,REIG,"Eichgrund 
      (Planung)"
11436,REIS,"Eisenberg 
      (Pfalz)"
11437,REK,Edenkoben
11438,RELP,"Eggenstein-Leopoldshafen 
      Pfinzkanal"
11439,RELS,Elmstein
11440,RELZ,Elzach
11441,REM,Eicholzheim
11442,REMM,Emmendingen
11443,REMMB,"Emmendingen 
      Bahnhof"
11444,REN,"Endingen 
      (Baden)"
11445,RENG,Engen
11446,REO,Ellerstadt
11447,REP,Eppingen
11448,REPF,Epfenhofen
11449,REPW,"Eppingen 
      West"
11450,RERF,Erfenstein
11451,RERO,Erpolzheim
11452,RERZ,"Erzingen 
      (Baden)"
11453,RES,"Bruchsal 
      Eisenhut"
11454,RESN,Eschelbronn
11455,RESP,Espasingen
11456,RET,Ebertsheim
11457,RETA,"Ebertsheim 
      (ehem Abzw)"
11458,RETE,"Ettlingen 
      Erbprinz"
11459,RETF,"Ettlingen 
      Freibad"
11460,RETL,"Ettlingen 
      West"
11461,RETT,"Ettlingen 
      Stadt"
11462,RETW,"Ettlingen 
      Wasen"
11463,RETZ,Waldbronn-Etzenrot
11464,REZB,Etzenbach
11465,RF,"Freiburg 
      (Breisgau) Hbf"
11466,"RF 
      1","Freiburg 
      (Breisgau) (Betriebshof)"
11467,RF-Z,"Freiburg 
      (Breisgau) ZOB"
11468,RFB,Feldberg-Bärental
11469,RFBH,"Feldberger 
      Hof"
11470,RFCH,Forbach-Gausbach
11471,RFG,"Freiburg 
      (Breisgau) Gbf"
11472,RFGM,Fußgönheim
11473,RFGS,"Freiburg 
      Süd"
11474,RFH,"Friesenheim 
      (Baden)"
11475,RFHE,Freiburg-Herdern
11476,RFHM,Freinsheim
11477,RFHS,"Friedrichshafen 
      Hafen (Schiff)"
11478,RFIW,Fischweier
11479,RFK,"Freiburg 
      Klinikum"
11480,RFL,Flehingen
11481,RFLO,Flomersheim
11482,RFLT,Freiburg-Littenweiler
11483,RFM,"Forchheim 
      (b Karlsruhe)"
11484,"RFM 
      H","Forchheim 
      (bei Karlsruhe) Hauptstraße"
11485,RFMU,"Freiburg 
      Neue Messe/Universität"
11486,RFN,Fahrnau
11487,RFO,Forst
11488,RFRE,"Frankeneck 
      (Kuck)"
11489,RFRI,Friedelsheim
11490,RFRK,Frankeneck
11491,RFS,Frauenalb-Schielberg
11492,RFSG,"Freiburg-St 
      Georgen"
11493,RFST,"Frankenstein 
      (Pfalz)"
11494,RFT,"Frankenthal 
      Hbf"
11495,RFTL,"Friedrichstal 
      (Baden)"
11496,RFTZ,Fützen
11497,RFU,Furschenbach
11498,RFUE,"Fürth 
      (Odenw)"
11499,RFW,"Freiburg 
      West"
11500,RFWI,Freiburg-Wiehre
11501,RFZ,Freiburg-Zähringen
11502,RG,Gottmadingen
11503,RGB,Gengenbach
11504,RGCH,Großsachsen-Heddesheim
11505,RGDN,Gundelfingen
11506,RGDW,Gündelwangen
11507,RGE,Germersheim
11508,RGEB,"Germersheim 
      Bundeswehr-Depot"
11509,RGG,Gaggenau
11510,RGH,Gottenheim
11511,RGHF,Grimmelshofen
11512,RGHM,Gönnheim
11513,RGHO,Gaienhofen
11514,RGM,Grombach
11515,RGN,Graben-Neudorf
11516,RGNN,"Graben-Neudorf 
      Nord"
11517,RGO,"Gondelsheim 
      (Baden)"
11518,RGOE,Gölshausen
11519,RGOM,"Gochsheim 
      (Baden)"
11520,RGOR,Godramstein
11521,RGOS,"Gondelsheim 
      Schloßstadion"
11522,RGR,Grünstadt
11523,RGRH,"Grenzacher 
      Horn"
11524,RGRN,"Grünstadt 
      Nord"
11525,RGRO,"Großsachsen 
      Ort"
11526,RGRU,Grunern
11527,RGRZ,Grenzach
11528,RGS,Gernsbach
11529,RGSK,"Gernsbach 
      Kast"
11530,RGSN,Geisingen
11531,RGSS,"Grießen 
      (Baden)"
11532,RGT,"Gutach 
      (Schwarzwaldbahn)"
11533,RGTA,"Gutach 
      (Breisgau)"
11534,RGUN,"Gundelsheim 
      (Neckar)"
11535,RGZ,Grötzingen
11536,RGZK,"Grötzingen 
      Krappmühlenweg"
11537,RGZM,"Grötzingen 
      Kirchstraße"
11538,RGZO,"Grötzingen 
      Oberausstraße"
11539,RH,"Heidelberg 
      Hbf"
11540,RH-B,"Heidelberg 
      Bahnhofs-Vorplatz"
11541,RHA,Hausach
11542,RHAD,Hardheim
11543,RHAG,"Haagen 
      (Baden)"
11544,RHAI,"Hainstadt 
      (Baden)"
11545,RHAM,Halbmeil
11546,RHAR,Hubacker
11547,RHAS,Haßmersheim
11548,RHAT,"Hattingen 
      (Baden)"
11549,RHAU,"Hagnau 
      (Bodensee)"
11550,RHBC,Helmbach
11551,RHBG,"Hornberg 
      (Schwarzwald)"
11552,RHBH,Heidelberg-Handschuhsheim
11553,RHBW,"Heidelberg-Wieblingen 
      Hp"
11554,RHBZ,"Heidelberg 
      Bismarckplatz"
11555,RHCH,Hemsbach
11556,RHD,"Hochdorf 
      (Breisgau)"
11557,RHE,Heitersheim
11558,RHEB,Haueneberstein
11559,RHED,"Heddesheim 
      (Baden) Ort"
11560,RHF,Hüfingen
11561,RHFF,Hoffenheim
11562,RHFH,Hüffenhardt
11563,RHGB,"Hagenbach 
      I+II"
11564,RHGN,Hegne
11565,RHHF,Hemmenhofen
11566,RHI,Heidelsheim
11567,RHIM,"Kirchzarten 
      Himmelreich"
11568,RHIN,Hintschingen
11569,RHIO,"Heidelsheim 
      Nord"
11570,RHIR,Hirschsprung
11571,RHIZ,Hinterzarten
11572,RHK,Hockenheim
11573,RHKA,"Heidelberg 
      Karlstor"
11574,RHKM,Heidelberg-Kirchheim
11575,RHKR,"Schwetzingen 
      Hirschacker"
11576,RHL,Haltingen
11577,"RHL 
      K","Haltingen 
      KTB"
11578,RHLB,"Bad 
      Herrenalb"
11579,RHLO,"Haßloch 
      (Pfalz)"
11580,RHLT,Hilpertsau-Obertsrot
11581,RHM,"Helmstadt 
      (Baden)"
11582,RHN,"Heiligenstein 
      (Pfalz)"
11583,RHO,"Hirschhorn 
      (Neckar)"
11584,RHO-S,"Hirschhorn 
      (Neckar) Schiffsanleger"
11585,RHOA,"Hörden-Ottenau 
      (Awanst)"
11586,RHOE,Hörden-Ottenau
11587,RHOF,"Hof 
      (Baden)"
11588,RHOS,Hochstetten
11589,RHOSG,"Hochstetten 
      Grenzstraße"
11590,RHP,Höpfingen
11591,RHR,"Heidelberg 
      Rbf"
11592,RHRB,Herblingen
11593,RHRN,Hohenkrähen
11594,RHRT,"Herten 
      (Baden)"
11595,RHS,Haslach
11596,RHSM,Helmsheim
11597,RHSN,Hausen-Raitbach
11598,RHST,Hammerstein
11599,RHTT,Huttenheim
11600,RHU,Hugstetten
11601,RHUB,Huzenbach
11602,RHUM,"Berghausen 
      Hummelberg"
11603,RHV,"Hausen 
      Vor Wald"
11604,RHWA,"Heidelberg-Wieblingen 
      Abzw"
11605,RHWI,"Heidelberg-Wieblingen 
      Ort"
11606,RHX,"Herxheim 
      (b Landau)"
11607,RHXB,"Herxheim 
      am Berg"
11608,RHZ,"Herbolzheim 
      (Breisgau)"
11609,RIB,Ibach
11610,RIFD,"Iffezheim 
      Depot 57"
11611,RIM,Immendingen
11612,"RIM 
      B","Immendingen 
      (Bus)"
11613,RIMB,"Immenstaad 
      (Bodensee)"
11614,RIN,Insheim
11615,RIR,Ihringen
11616,RIT,Istein
11617,RITB,Ittersbach
11618,RITBR,"Ittersbach 
      Rathaus"
11619,RITI,"Ittersbach 
      Industrie"
11620,RITL,Ittlingen
11621,RIZB,Iznang
11622,RJ,Jechtingen
11623,RJL,Jöhlingen
11624,RJLB,"Jöhlingen 
      Bahnhof"
11625,RJLW,"Jöhlingen 
      West"
11626,RJO,Jockgrim
11627,RK,"Karlsruhe 
      Hbf"
11628,RK-G,Karlsruhe-Geroldsäcker
11629,RK-O,"Karlsruhe 
      Dornröschenweg"
11630,RK-R,"Karlsruhe 
      Reitschulschlag"
11631,RK-S,"Karlsruhe 
      Hbf Südseite"
11632,RKA,Kandern
11633,RKAB,"Karlsruhe 
      Albtalbahnhof"
11634,RKBA,Kleinsteinbach
11635,RKBG,Kirnbach-Grün
11636,RKBP,"Karlsruhe 
      Kronenplatz"
11637,RKD,Kandel
11638,RKDT,"Karlsruhe 
      Durlacher Tor"
11639,RKDU,Karlsruhe-Durlach
11640,RKEF,"Karlsruhe 
      Entenfang"
11641,RKES,Kleinkems
11642,RKF,Karlsdorf
11643,RKG,Knöringen-Essingen
11644,RKGS,"Heidelberg 
      Königstuhl"
11645,RKH,"Kirchheim 
      (Weinstraße)"
11646,RKHA,Karlsruhe-Hagsfeld
11647,RKHE,"Karlsruhe 
      Hafen E-Werk"
11648,RKHF,"Karlsruhe 
      Hafen"
11649,RKHS,Königschaffhausen
11650,RKID,"Karlsruhe-Knielingen 
      Endstation"
11651,RKIE,"Karlsruhe 
      Knielingen ESSO"
11652,RKIE,"Karlsruhe-Knielingen 
      Raffinerien Esso"
11653,RKIN,Karlsruhe-Knielingen
11654,RKINA,"Karlsruhe-Knielingen 
      Sig F/N50"
11655,RKIO,"Karlsruhe 
      Knielingen OMW"
11656,RKIO,"Karlsruhe-Knielingen 
      Raffinerien OMW"
11657,RKIR,Kirnbach
11658,RKKA,"Karlsruhe 
      Kaiserplatz"
11659,RKL,Kehl
11660,"RKL 
      Z","Kehl 
      ZOB"
11661,RKLB,Klosterreichenbach
11662,RKLN,Klengen
11663,RKLR,Kollmarsreute
11664,RKLS,"Klengen 
      Scholz"
11665,RKMA,"Karlsruhe 
      Marktplatz"
11666,RKMG,Karlsruhe-Mühlburg
11667,RKMT,"Karlsruhe 
      Mühlburger Tor"
11668,RKN,Kenzingen
11669,RKNA,Kollnau
11670,RKNE,Karlsruhe-Neureut
11671,RKNEB,"Karlsruhe-Neureut 
      Bärenweg"
11672,RKNEK,"Karlsruhe-Neureut 
      kirchfeld"
11673,RKO,Konstanz
11674,RKOE,Köndringen
11675,RKOH,"Konstanz 
      Hafen"
11676,RKOP,Konstanz-Petershausen
11677,RKOR,Kork
11678,RKOS,"Konstanz 
      Bahnhofsteil Schweiz"
11679,RKOW,Konstanz-Wollmatingen
11680,RKPD,Kapellen-Drusweiler
11681,RKPO,"Kappelrodeck 
      Ost"
11682,RKPP,Kappelrodeck
11683,RKPW,Kapsweyer
11684,RKR,"Karlsruhe 
      Gbf"
11685,RKRB,"Kressbronn 
      Hafen"
11686,RKRH,"Karlsruhe 
      Rheinbrücke"
11687,RKRS,Krauchenwies
11688,"RKS 
      1","Karlsruhe 
      Rheinhafen Straßenbahndepot"
11689,"RKS 
      2","Karlsruhe 
      Tullastraße Straßenbahndepot"
11690,RKSE,"Karlsruhe 
      Europaplatz Straßenbahnabzweig"
11691,RKSL,"Karlsruhe 
      Lameystraße Straßenbahnabzweig"
11692,RKSR,"Karlsruhe 
      Rheinbergstraße"
11693,RKT,Kraichtal
11694,RKU,Kuppenheim
11695,RKUL,"Bad 
      Herrenalb Kullenmühle"
11696,RKUW,"Karlsruhe 
      Unterwerk"
11697,RKV,"Karlsruhe 
      Hbf Bahnhofsvor"
11698,RKW,"Karlsruhe 
      West"
11699,RKWH,"Karlsruhe 
      West Holtzmann"
11700,RKWU,"Karlsruhe 
      West Hp"
11701,RKZ,Kirchzarten
11702,RL,"Ludwigshafen 
      (Rhein) Hbf"
11703,"RL 
      1","Ludwigshafen 
      (Rhein) Hbf (Betriebshof)"
11704,RL-B,"Ludwigshafen 
      (Rhein) Hbf Bus"
11705,RL-G,"Ludwigshafen 
      (Rhein) Gbf"
11706,RL-N,"Ludwigshafen 
      (Rhein) Überleitung Nord"
11707,RL-S,"Ludwigshafen 
      (Rhein) Überleitung Süd"
11708,RL-T,"Ludwigshafen 
      (Rhein) Hbf tief"
11709,RLA,"Landau 
      (Pfalz) Hbf"
11710,RLAE,"Landau 
      (Pfalz) Ebenberg"
11711,RLAI,"Landau 
      (Pfalz) Industriestammgleis"
11712,RLAN,"Langenargen 
      Hafen"
11713,RLAS,"Lahr 
      Stadt"
11714,RLAU,Lauchringen
11715,RLAW,"Lahr 
      West"
11716,RLB,"Ludwigshafen 
      (Rhein) BASF Ga"
11717,"RLB 
      G","Ludwigshafen 
      (Rhein) BASF Gbf"
11718,RLBA,"Lautenbach 
      (Baden)"
11719,RLBAK,"Lautenbach 
      (Baden) Kirche"
11720,RLBB,"Langensteinbach 
      St. Barbara"
11721,RLBD,Langenbrand-Bermersbach
11722,RLBM,"Ludwigshafen 
      (Rhein) BASF Pbf Mitte"
11723,RLBN,"Ludwigshafen 
      (Rhein) BASF Pbf Nord"
11724,RLBO,"Laufenburg 
      (Baden) Ost"
11725,RLBP,"Lambrecht 
      (Pfalz)"
11726,RLBPK,"Lambrecht 
      (Pfalz) Kuckucksbähnel"
11727,RLBS,"Ludwigshafen 
      (Rhein) BASF Pbf Süd"
11728,RLCH,"Laudenbach 
      (Bergstraße)"
11729,RLD,Ladenburg
11730,RLEG,Lehengericht
11731,RLEN,"Leopoldshafen 
      Nord"
11732,RLEO,"Leopoldshafen 
      Leopoldstraße"
11733,RLEU,"Leutershausen 
      (Baden)"
11734,RLF,Lingenfeld
11735,RLFB,Lörzenbach-Fahrenbach
11736,RLFG,"Laufenburg 
      (Baden)"
11737,RLGN,Löffingen
11738,RLH,"Waghäusel 
      Lußhardt"
11739,RLHB,Lausheim-Blumegg
11740,RLHR,"Ludwigshafen 
      (Rhein) RHB"
11741,RLI,Limburgerhof
11742,RLID,Lindach
11743,RLIDS,"Lindach 
      Schiffsanleger"
11744,RLIH,"Lindau 
      Hafen"
11745,RLIN,Linkenheim-Hochstetten
11746,RLING,"Linkenheim 
      Rathaus"
11747,RLK,"Lindenberg 
      Knöckel"
11748,RLM,"Ludwigshafen 
      (Rhein) Mitte"
11749,RLO,"Ludwigshafen 
      (Rhein)-Oggersheim"
11750,RLOE,Löcherberg
11751,RLOP,"Ludwigshafen 
      (Rhein)-Oppau"
11752,RLOR,"Ludwigshafen 
      (Rhein)-Oggersheim RHB"
11753,RLOS,Loßburg-Rodt
11754,RLR,Lörrach
11755,"RLR 
      B","Lörrach 
      Busbf"
11756,"RLR 
      G","Lörrach 
      Gbf"
11757,RLRA,"Ludwigshafen 
      (Rhein) Rathaus"
11758,RLRU,"Ludwigshafen 
      (Rhein)-Ruchheim"
11759,RLS,Leutersberg
11760,RLSB,Langensteinbach
11761,RLSH,Lambsheim
11762,RLSM,"Ludwigshafen 
      (Rhein) Stadtmitte"
11763,RLSS,"Langensteinbach 
      Erholungsheim"
11764,RLST,Lörrach-Stetten
11765,RLSW,"Lahr 
      (Schwarzwald)"
11766,RLT,Legelshurst
11767,RLU,"Ludwigshafen 
      (Bodensee)"
11768,RLUE,Lützelsachsen
11769,RLUM,"Ludwigshafen 
      (Rhein)-Mundenheim"
11770,RLUR,"Ludwigshafen 
      (Rhein)-Rheingönheim"
11771,RLUS,"Ludwigshafen 
      (Bodensee) (Schiff)"
11772,RLW,"Landau 
      (Pfalz) West"
11773,RLZK,Lenzkirch
11774,RLZO,"Lützelsachsen 
      Ort"
11775,RM,"Mannheim 
      Hbf"
11776,RM-F,"Mannheim 
      Friedensplatz"
11777,RM-O,"Mannheim 
      Hbf Ost"
11778,RM-W,"Mannheim 
      Willy-Brandt-Platz"
11779,RM-Z,"Mannheim 
      ZOB"
11780,RMA,Mannheim-Rheinau
11781,RMAD,"Markdorf 
      (Baden)"
11782,RMAH,"Mannheim-Rheinau 
      Hafen"
11783,RMAL,"Maximiliansau 
      Eisenbahnstraße"
11784,RMAR,Markelfingen
11785,RMAS,Mannheim-Sandhofen
11786,RMAU,"Mauer 
      (b Heidelberg)"
11787,RMAW,"Maximiliansau 
      West"
11788,RMAX,Maxau
11789,RMB,"Marbach 
      (Baden)"
11790,RMBN,"Mannheim 
      Oberrheinische Eisenbahn"
11791,RMC,"Mannheim 
      Collini-Center"
11792,RMCH,Mußbach
11793,RMDR,Maxdorf
11794,RMDS,"Maxdorf 
      Süd"
11795,RME,Mertesheim
11796,RMF,Mannheim-Friedrichsfeld
11797,RMFA,Mannheim-Fabrikstation
11798,RMFE,"Mannheim-Friedrichsfeld 
      Südeinf/Ausf"
11799,RMFS,"Mannheim-Friedrichsfeld 
      Süd Hp"
11800,RMFSS,"Mannheim-Friedrichsfeld 
      Südeinf/Ausf"
11801,RMFZ,"Mannheim-Friedrichsfeld 
      Süd Abzw"
11802,RMG,"Mannheim 
      Hgbf"
11803,RMGD,"Mannheim 
      Hgbf DUSS"
11804,RMH,"Mühlhausen 
      (b Engen)"
11805,RMHB,"Mannheim 
      RHB"
11806,RMHH,Mannheim-Handelshafen
11807,RMHR,"Mühlhausen-Ehingen 
      Raiffeisen ZG"
11808,RMIH,"Mannheim 
      Industriehafen"
11809,RMK,Meckesheim
11810,RMKB,"Mannheim 
      Kurpfalzbrücke"
11811,RMKI,Maikammer-Kirrweiler
11812,RMKL,Mannheim-Käfertal
11813,RMKO,"Mannheim-Käfertal 
      Oberrheinische Eisenbahn"
11814,RML,"Müllheim 
      (Baden)"
11815,RML-B,"Müllheim 
      (Baden) Bf Bus"
11816,RMLB,Mannheim-Luzenberg
11817,RMLG,Maulburg
11818,RMN,Mannheim-Neckarau
11819,RMNN,Mannheim-Neuostheim
11820,RMNS,Mannheim-Neckarstadt
11821,RMNU,"Mainau 
      (Bodensee)"
11822,RMO,"Mosbach 
      (Baden)"
11823,RMOE,Mörlenbach
11824,RMOO,Moos
11825,RMOSM,"Mörsch 
      Merkurstraße"
11826,RMOSR,"Mörsch 
      Rösselbrünnle"
11827,RMP,"Mannheim 
      Paradeplatz"
11828,RMR,"Mannheim 
      Rbf"
11829,RMR-D,"Mannheim 
      Rbf Gr D"
11830,RMR-E,"Mannheim 
      Rbf Gr E Süd"
11831,RMR-G,"Mannheim 
      Rbf Gr G"
11832,RMR-K,"Mannheim 
      Rbf Gr K/Kn"
11833,RMR-M,"Mannheim 
      Rbf Gr M"
11834,RMR-N,"Mannheim 
      Rbf Gr N"
11835,RMRG,"Murg 
      (Baden)"
11836,RMRP,"Mannheim 
      Rbf Hp"
11837,RMS,Malsch
11838,RMSB,"Meersburg 
      (Bodensee)"
11839,RMSE,Mannheim-Seckenheim
11840,RMSL,Marienschlucht
11841,RMSN,"Mannheim-Seckenheim 
      Bahnhof"
11842,RMSNR,"Mannheim-Seckenheim 
      Rathaus"
11843,RMSS,Meßkirch
11844,RMSZ,"Mannheim-Sandhofen 
      Zellstoff"
11845,RMTN,Mettnau
11846,RMU,Muggensturm
11847,RMW,Mannheim-Waldhof
11848,"RMW 
      G","Mannheim-Waldhof 
      Gbf"
11849,RMWT,Mannheim-Wallstadt
11850,RMX,Marxzell
11851,RMXU,"Maximiliansau 
      (Üst)"
11852,RMZ,"Philippsburg 
      Molzau"
11853,RMZH,Münzesheim
11854,RMZN,"Menzingen 
      (Baden)"
11855,RMZO,"Münzesheim 
      Ost"
11856,RN,"Neustadt 
      (Weinstraße) Hbf"
11857,RN-A,"Neustadt 
      (Weinstrsße) Rgd Gra"
11858,RN-O,"Neustadt 
      (Weinstraße) Ülp Ost"
11859,RN-S,"Neustadt 
      (Weinstraße) Ülp Süd"
11860,RNA,Neckargerach
11861,RNB,Neckarburken
11862,RNBG,"Neuenburg 
      (Baden)"
11863,RNBH,"Neckarbischofsheim 
      Helmhof"
11864,RNBO,"Neustadt 
      (Weinstraße)-Böbig"
11865,RNEO,Neuoffstein
11866,RNEZ,Neckarzimmern
11867,RNEZR,"Neckarzimmern 
      Rathaus"
11868,RNFL,"Neidenfels 
      Hp"
11869,RNFS,Neidenfels
11870,RNH,"Neckarhausen 
      (b Eberbach)"
11871,"RNH 
      B","Neckarhausen 
      (b Eberbach) Busbf"
11872,RNHF,"Neckarbischofheim 
      Nord"
11873,RNHN,"Neuhausen 
      Bad Bf"
11874,RNHS,"Neckarbischofsheim 
      Stadt"
11875,RNID,Niederwinden
11876,RNIM,"Nimburg 
      (Baden)"
11877,RNK,Neunkirch
11878,RNKB,Neuleiningen-Kleinkarlbach
11879,RNL,Neulußheim
11880,RNM,Neckargemünd
11881,RNMA,Neckargemünd-Altstadt
11882,"RNM 
      B","Neckargemünd 
      Busbf"
11883,RNN,Nenzingen
11884,RNO,Norsingen
11885,RNOB,Nonnenhorn
11886,RNS,Niederschopfheim
11887,RNSA,"Neusand 
      (Planung)"
11888,RNSL,"Neustadt 
      (Weinstraße) Schöntal"
11889,RNSS,"Neustadt 
      (Schwarzwald)"
11890,"RNSS 
      1","Neustadt 
      (Schwarzwald) (Einsatzstelle)"
11891,RNST,Neidenstein
11892,RNT,Neckarsteinach
11893,RNT-B,"Neckarsteinach 
      Busbf"
11894,RNUB,Nußbach
11895,RNW,Niederwasser
11896,RNZ,Neckarelz
11897,RNZ-M,Mosbach-Neckarelz
11898,RO,Offenburg
11899,RO-B,"Offenburg 
      Busbf"
11900,RO-N,"Offenburg 
      nördl. Einfahrsignal"
11901,RO-S,"Offenburg 
      Stw 32"
11902,ROA,Oberachern
11903,ROAB,"Oberachern 
      Bindfadenfabrik"
11904,ROB,Oberkirch
11905,ROB-B,"Oberkirch 
      Busbf"
11906,ROB-N,"Oberkirch-Nußbach 
      Schwanen"
11907,ROBE,"Oberderdingen-Flehingen 
      Industriegebiet"
11908,ROBH,Oberhausen
11909,ROBK,Oberkirch-Koehlersiedlung
11910,ROBL,Oberrotweil
11911,ROD,Oberwinden
11912,RODH,Odenheim
11913,RODO,"Odenheim 
      Ost"
11914,RODW,"Odenheim 
      West"
11915,ROEG,Öhningen
11916,ROEN,Önsbach
11917,ROF,Offstein
11918,ROFH,Oftersheim
11919,ROG,"Offenburg 
      Gbf"
11920,ROG-A,"Offenburg 
      Gbf Gr A"
11921,ROG-E,"Offenburg 
      Gbf Gr E"
11922,ROGI,Obergimpern
11923,ROH,Ötigheim
11924,ROHD,"Oberharmersbach 
      Dorf"
11925,ROHR,Oberharmersbach-Riersbach
11926,ROK,Oberkrozingen
11927,ROKO,"Oberkirch 
      Koehler"
11928,ROKS,"Offenburg 
      Kreisschulzentrum"
11929,RON,"Offenbach 
      (Queich)"
11930,ROOE,Oberöwisheim
11931,ROP,Oppenau
11932,ROP-B,"Oppenau 
      Busbf"
11933,RORW,Orschweier
11934,ROSC,Oberschefflenz
11935,ROT,"Obertsrot 
      (Murgtal)"
11936,ROTK,"Obertsrot 
      (Murgtal) Kast"
